input,output
Footer Copyright Text,"DESCRIPTION:
The UI should be a simple footer with a copyright text, displayed at the bottom of the page. The text should be centered and have a smaller font size.
COMPONENTS:
- FooterCopyright: standalone component
HTML:
<footer><FooterCopyright/></footer>
COMPONENT HTML:
FooterCopyright:
<p class=""text-center text-sm text-gray-500"">&copy; {current_year} {copyright_holder}. All rights reserved.</p>"
Leaderboards and Rankings,"DESCRIPTION:
The UI should display a leaderboard that shows rankings of players or teams, along with their points, wins, and losses. The leaderboard should be responsive, mobile-first, and accessible, with a clean and modern design.
COMPONENTS:
- LeaderboardHeader: (standalone) - Displays the header of the leaderboard with column titles.
- RankingRow: (takes children) - Displays a single ranking row with player/team information and stats.
- PlayerInfo: (standalone) - Displays the player/team name and avatar.
- StatColumn: (standalone) - Displays a single stat column (e.g., points, wins, losses).
HTML:
<div class=""max-w-md mx-auto p-4 lg:p-6""><LeaderboardHeader/><table class=""w-full""><tbody><RankingRow><PlayerInfo/><StatColumn/><StatColumn/><StatColumn/></RankingRow><!-- Repeat RankingRow for each ranking --></tbody></table></div>
COMPONENT HTML:
LeaderboardHeader:
<thead class=""bg-gray-100""><tr><th class=""px-4 py-2"">Rank</th><th class=""px-4 py-2"">Player/Team</th><th class=""px-4 py-2"">Points</th><th class=""px-4 py-2"">Wins</th><th class=""px-4 py-2"">Losses</th></tr></thead>
RankingRow:
<tr class=""border-b border-gray-200 hover:bg-gray-100"">{children}</tr>
PlayerInfo:
<td class=""px-4 py-2""><img src=""{avatar_url}"" alt=""{player_name}"" class=""w-8 h-8 rounded-full mr-2""/><span class=""text-lg"">{player_name}</span></td>
StatColumn:
<td class=""px-4 py-2 text-center"">{stat_value}</td>"
Call to Action Button Text,"DESCRIPTION:
The UI should be a call-to-action (CTA) button with custom text, responsive, mobile-first, accessible, SEO-friendly, and well-documented.
COMPONENTS:
- ActionButton: (standalone)
HTML:
<button class=""ActionButton""/>
COMPONENT HTML:
ActionButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">{ctaButtonText}</button>"
Privacy policy link,"DESCRIPTION:
A simple link to a privacy policy page, visible on all screen sizes.
COMPONENTS:
- PrivacyPolicyLink: (standalone)
HTML:
<footer class=""flex justify-center pb-4""><PrivacyPolicyLink/></footer>
COMPONENT HTML:
PrivacyPolicyLink:
<a href=""/privacy-policy"" class=""text-sm text-gray-600 hover:text-gray-900"">Privacy Policy</a>"
Dropdown Menu Divider,"DESCRIPTION:
A horizontal divider line within a dropdown menu, separating menu items into logical groups.
COMPONENTS:
- DropdownMenuDivider: (standalone)
HTML:
<div class=""dropdown-menu""><!-- Menu items above the divider --><DropdownMenuDivider/><!-- Menu items below the divider --></div>
COMPONENT HTML:
DropdownMenuDivider:
<hr class=""mx-4 my-2 border-t border-gray-200""/>"
Sponsorship packages display,"DESCRIPTION:
The UI should display a series of sponsorship packages, each containing details such as package name, description, price, and benefits. The design should be clean, modern, and responsive, with clear typography and sufficient whitespace. The layout should adapt to different screen sizes, with a mobile-first approach.
COMPONENTS:
- SponsorshipPackageList: (takes children): a container for a list of sponsorship packages
HTML:
<div class=""max-w-md mx-auto p-4 md:p-6 lg:p-12""><h2 class=""text-3xl font-bold mb-4"">Sponsorship Packages</h2><SponsorshipPackageList><!-- package cards will be inserted here --></SponsorshipPackageList></div>
COMPONENT HTML:
SponsorshipPackageList:
<div class=""flex flex-wrap -mx-4"">{children}</div>"
Venue information display,"DESCRIPTION:
The UI should display venue information, including the venue name, address, and a description. The layout should be responsive and adaptable to different screen sizes.
COMPONENTS:
- VenueInfo: a standalone component that displays the venue information.
- VenueName: a standalone component that displays the venue name.
- VenueAddress: a standalone component that displays the venue address.
- VenueDescription: a standalone component that displays the venue description.
HTML:
<div class=""max-w-md mx-auto p-4 md:p-6 lg:p-8""><VenueInfo/></div>
COMPONENT HTML:
VenueInfo:
<div class=""flex flex-col gap-4""><VenueName/><VenueAddress/><VenueDescription/></div>
VenueName:
<h2 class=""text-2xl font-bold"">{venue_name}</h2>
VenueAddress:
<p class=""text-lg"">{venue_address}</p>
VenueDescription:
<p class=""text-lg"">{venue_description}</p>"
"Popover that appears in response to user actions, offering additional options or information","DESCRIPTION:
The UI should be a responsive popover that appears when a user interacts with an element, providing additional options or information. It should be accessible, mobile-friendly, and have a clean design.
COMPONENTS:
- PopoverTrigger: (takes children): The component that triggers the popover when interacted with.
- PopoverContent: (takes children): The content of the popover.
HTML:
<div class=""relative inline-block""><PopoverTrigger><!-- trigger element, e.g. a button --><button>Click me!</button></PopoverTrigger><PopoverContent><!-- popover content here --></PopoverContent></div>
COMPONENT HTML:
PopoverTrigger:
<div class=""cursor-pointer"">{children}</div>
PopoverContent:
<div class=""absolute z-10 bg-white py-2 px-4 rounded shadow-md"">{children} <span class=""absolute top-0 right-0 px-2 py-1 text-gray-600"">× </span></div>"
Dividers/Section Separators,"DESCRIPTION:
The UI should have a horizontal divider/section separator that visually separates content sections. The divider should be a thin, horizontal line that takes up the full width of its parent container. On smaller screens, the divider should be slightly thicker to ensure visibility.
COMPONENTS:
- SectionSeparator: a standalone component that renders a horizontal divider
HTML:
<div class=""container mx-auto p-4""><!-- content above the divider --><SectionSeparator/><!-- content below the divider --></div>
COMPONENT HTML:
SectionSeparator:
<hr class=""border border-solid border-gray-300 w-full my-4 md:my-6""/>"
Personal interests and hobbies section with icons,"DESCRIPTION:
The UI should display a list of personal interests and hobbies, each accompanied by an icon that represents the interest or hobby. The list should be responsive, with a maximum of 3 items per row on larger screens, and a single column on mobile devices.
COMPONENTS:
- InterestItem: (standalone): Represents a single interest or hobby, consisting of an icon and a label.
- InterestsList: (takes children): A container for a list of `InterestItem`s.
HTML:
<section class=""max-w-md mx-auto p-4""><h2 class=""text-lg font-bold mb-4"">Personal Interests and Hobbies</h2><InterestsList><InterestItem/><InterestItem/><InterestItem/><!-- Add more InterestItem components as needed --></InterestsList></section>
COMPONENT HTML:
InterestItem:
<div class=""flex items-center mb-4""><i class={`w-6 h-6 text-lg {icon_class}`}></i><span class=""ml-2"">{interest_label}</span></div>
InterestsList:
<ul class=""flex flex-wrap justify-center md:flex-nowrap md:flex-row"">{children}</ul>"
Product details page,"DESCRIPTION:
The product details page should display the product's image, name, description, price, and call-to-action (CTA) buttons. The UI should be responsive, with the image and description side-by-side on large screens, and stacked on small screens.
COMPONENTS:
- ProductImage: (standalone): displays the product image
- ProductHeader: (standalone): displays the product name and price
- ProductDescription: (standalone): displays the product description
- CallToAction: (standalone): displays the call-to-action buttons
HTML:
<!-- Product details page --><div class=""flex flex-col md:flex-row gap-4 md:gap-8""><ProductImage/><div class=""md:w-2/3""><ProductHeader/><ProductDescription/></div><CallToAction/></div>
COMPONENT HTML:
ProductImage:
<img src={imageUrl} alt={productName} class=""w-full md:w-1/2 h-64 md:h-full object-cover""/>
ProductHeader:
<h1 class=""text-3xl font-bold"">{productName}</h1><p class=""text-lg"">{productPrice}</p>
ProductDescription:
<p class=""text-lg"">{productDescription}</p>
CallToAction:
<div class=""flex gap-4""><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Buy Now</button><button class=""bg-gray-200 hover:bg-gray-300 text-gray-800 font-bold py-2 px-4 rounded"">Learn More</button></div>"
Progress Bars/Steps,"DESCRIPTION:
The UI should be a series of steps or progress bars that visually represent a multi-step process. Each step should have a distinct visual indicator of completeness, such as a checkmark or a filled progress bar. The UI should be responsive and adapt to different screen sizes.
COMPONENTS:
- StepIndicator: A standalone component that represents a single step in the process, displaying a visual indicator of completeness.
- ProgressBar: A component that takes children, wrapping multiple `StepIndicator` components to form a cohesive progress bar.
HTML:
<div class=""md:w-full lg:w-3/4 xl:w-1/2 mx-auto p-4""><ProgressBar><StepIndicator/><StepIndicator/><StepIndicator/><!-- Add more StepIndicator components as needed --></ProgressBar></div>
COMPONENT HTML:
StepIndicator:
<div class=""flex items-center mb-2""><div class=""w-6 h-6 bg-{step_status} rounded-full mr-2"" aria-hidden=""true""></div><p>{step_label}</p></div>
ProgressBar:
<div class=""flex flex-wrap justify-center mb-4"">{children}</div>"
Newsletter signup form,"DESCRIPTION:
The UI should be a simple newsletter signup form with a input field for the email address and a submit button. The form should be responsive, meaning it should adapt to different screen sizes and devices. The form should also be accessible, meaning it should be usable by everyone, regardless of their abilities.
COMPONENTS:
- NewsletterInput: a standalone component for the email input field
- SubmitButton: a standalone component for the submit button
- NewsletterForm: a component that takes children, which will contain the `NewsletterInput` and `SubmitButton`
HTML:
<main class=""max-w-md mx-auto p-4""><NewsletterForm><NewsletterInput/><SubmitButton/></NewsletterForm></main>
COMPONENT HTML:
NewsletterInput:
<input class=""w-full p-2 pl-10 text-sm text-gray-700"" type=""email"" placeholder=""Enter your email address"" aria-label=""Enter your email address""/>
SubmitButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Subscribe</button>
NewsletterForm:
<form class=""flex flex-wrap -mx-3 mb-6"">{children}</form>"
Career opportunities display,"DESCRIPTION:
The UI should display a list of career opportunities with their respective details, such as job title, location, and brief description. The list should be responsive, accessible, and easy to navigate on various devices.
COMPONENTS:
- CareerOpportunityCard: A standalone component to display a single career opportunity.
- CareerOpportunitiesList: A component that takes children, which will be a list of `CareerOpportunityCard` components.
HTML:
<section class=""max-w-md mx-auto p-4 pt-6 md:p-6 lg:p-12""><h1 class=""text-3xl font-bold mb-4"">Career Opportunities</h1><CareerOpportunitiesList/></section>
COMPONENT HTML:
CareerOpportunityCard:
<div class=""bg-white shadow-md rounded p-4 mb-4""><h2 class=""text-lg font-bold"">{jobTitle}</h2><p class=""text-gray-600"">{location}</p><p class=""text-gray-600"">{briefDescription}</p><a class=""text-blue-600 hover:text-blue-800"" href=""{jobUrl}"">Learn More</a></div>
CareerOpportunitiesList:
<ul class=""list-none mb-0 p-0"">{children}</ul>"
Featured Video Poster,"DESCRIPTION:
The UI should display a featured video poster with a background image, a title, a description, and a play button. The poster should be responsive and adjust to different screen sizes.
COMPONENTS:
- FeaturedVideoPoster: a standalone component that displays the featured video poster.
- PosterBackgroundImage: a standalone component that displays the background image of the poster.
- PosterTitle: a standalone component that displays the title of the video.
- PosterDescription: a standalone component that displays the description of the video.
- PlayButton: a standalone component that displays the play button.
HTML:
<div class=""max-w-md mx-auto""><FeaturedVideoPoster/></div>
COMPONENT HTML:
FeaturedVideoPoster:
<div class=""relative mb-4""><PosterBackgroundImage/><div class=""absolute bottom-0 left-0 p-4""><PosterTitle/><PosterDescription/><PlayButton/></div></div>
PosterBackgroundImage:
<img src={video_poster_image_url} alt={video_title} class=""w-full h-64 object-cover object-center""/>
PosterTitle:
<h2 class=""text-lg font-bold"">{video_title}</h2>
PosterDescription:
<p class=""text-sm"">{video_description}</p>
PlayButton:
<button class=""px-4 py-2 bg-orange-500 text-white rounded"">Play</button>"
Typography/Font Styles,"DESCRIPTION:
The UI should display a selection of typography/font styles, showcasing different font sizes, weights, and styles. The layout should be clean, minimal, and responsive.
COMPONENTS:
- TypographySample: a standalone component that displays a single typography sample with a specific font style.
- TypographySection: a component that takes children, which is a collection of `TypographySample` components.
HTML:
<div class=""max-w-md mx-auto p-4""><TypographySection><TypographySample/><TypographySample/><TypographySample/><!-- Add more TypographySample components here --></TypographySection></div>
COMPONENT HTML:
TypographySample:
<p class=""text-{font_size} font-{font_weight} {font_style}"">{sample_text}</p>
TypographySection:
<div class=""flex flex-wrap justify-center mb-4"">{children}</div>"
Social Sharing: Buttons for sharing content,"DESCRIPTION:
The UI should be a horizontal row of social media sharing buttons, each with an icon and a brief label. The buttons should be evenly spaced and have a subtle hover effect. On mobile devices, the buttons should stack vertically to accommodate smaller screens.
COMPONENTS:
- SocialShareButton: Standalone component, represents a single social media sharing button.
- SocialShareButtonGroup: Component that takes children, represents the container for the social media sharing buttons.
HTML:
<div class=""flex justify-center sm:flex-row flex-wrap""><SocialShareButtonGroup><SocialShareButton/><SocialShareButton/><SocialShareButton/><!-- Add more social media buttons here --></SocialShareButtonGroup></div>
COMPONENT HTML:
SocialShareButton:
<button class=""bg-white hover:bg-gray-100 text-gray-800 font-semibold py-2 px-4 border border-gray-400 rounded""><i class={`fab fa-${social_media_icon}`}></i><span class=""ml-2"">{social_media_label}</span></button>
SocialShareButtonGroup:
<div class=""flex flex-wrap justify-center md:flex-row"">{children}</div>"
Hero Overlay Text,"DESCRIPTION:
The Hero Overlay Text component should be a full-bleed hero section with a centered overlay text that can be used to highlight a key message or title.
COMPONENTS:
- HeroOverlay: (standalone): The container component for the hero section.
- OverlayText: (standalone): The centered overlay text component.
HTML:
<section class=""h-screen w-full relative""><HeroOverlay/><OverlayText/></section>
COMPONENT HTML:
HeroOverlay:
<div class=""absolute top-0 left-0 h-full w-full bg-cover bg-center"" style={{ backgroundImage: `url(${heroBackgroundImage})` }}><!-- Hero background image --></div>
OverlayText:
<div class=""absolute top-1/2 left-1/2 transform -translate-x-1/2 -translate-y-1/2 text-white text-4xl lg:text-5xl xl:text-6xl font-bold tracking-wide text-center"">{heroOverlayText}</div>"
Dropdown menu that expands inline within the content flow,"DESCRIPTION:
The UI should be a dropdown menu that expands inline within the content flow. It should be responsive, mobile-first, accessible, and SEO-friendly.
COMPONENTS:
- DropdownToggle: A standalone component that triggers the dropdown menu.
- DropdownMenu: A component that takes children and contains the dropdown menu items.
- DropdownMenuItem: A standalone component that represents an individual item in the dropdown menu.
HTML:
<nav><DropdownToggle/><DropdownMenu><DropdownMenuItem/><DropdownMenuItem/><!-- Add more DropdownMenuItem components here --></DropdownMenu></nav>
COMPONENT HTML:
DropdownToggle:
<button class=""text-sm font-bold py-2 px-4 rounded-md hover:bg-gray-100"">{toggle_text}</button>
DropdownMenu:
<ul class=""list-none p-0 m-0 bg-white shadow-md rounded"">{children}</ul>
DropdownMenuItem:
<li class=""py-2 px-4 hover:bg-gray-100""><a href=""{item_href}"" class=""text-sm text-gray-600"">{item_text}</a></li>"
Alert Notification Text,"DESCRIPTION:
The UI should display a notification text with a background color, text color, and optional close button.
COMPONENTS:
- NotificationText: standalone component that displays the notification text
- CloseButton: standalone component that displays a close button (optional)
HTML:
<div class=""bg-orange-100 border-l-4 border-orange-500 p-4 mb-4""><NotificationText/>{hasCloseButton && <CloseButton/>}
</div>
COMPONENT HTML:
NotificationText:
<p class=""text-sm"">{notification_text}</p>
CloseButton:
<button class=""text-gray-600 hover:text-gray-900 transition duration-300"">×</button>"
Rich media embed with video playback and playback controls,"DESCRIPTION:
The UI should be a rich media embed with a video player that has playback controls, including play/pause, volume control, and a progress bar. The video player should be responsive and adaptable to different screen sizes.
COMPONENTS:
- RichMediaEmbed: standalone component that contains the video player and playback controls.
- VideoPlayer: standalone component that contains the video element and playback controls.
- PlaybackControls: standalone component that contains the play/pause button, volume control, and progress bar.
- ProgressBar: standalone component that displays the video progress.
- VolumeControl: standalone component that allows the user to adjust the volume.
HTML:
<div class=""container mx-auto p-4 pt-6 md:p-6 lg:p-12""><RichMediaEmbed/></div>
COMPONENT HTML:
RichMediaEmbed:
<div class=""flex flex-col h-full""><VideoPlayer/></div>
VideoPlayer:
<div class=""flex-grow""><video src=""{videoSrc}"" class=""w-full h-full object-cover""></video><PlaybackControls/></div>
PlaybackControls:
<div class=""flex justify-between py-2""><button class=""text-gray-500 hover:text-gray-700"" aria-label=""Play/Pause"">{playPauseButtonIcon} </button><ProgressBar/><VolumeControl/></div>
ProgressBar:
<div class=""flex-grow w-full h-2 bg-gray-200 rounded""><div class=""bg-orange-500 h-2"" style={{ width: `${progressPercentage}%` }}></div></div>
VolumeControl:
<div class=""flex items-center""><button class=""text-gray-500 hover:text-gray-700"" aria-label=""Mute/Unmute"">{muteButtonIcon} </button><div class=""h-2 w-16 bg-gray-200 rounded""><div class=""bg-orange-500 h-2"" style={{ width: `${volumePercentage}%` }}></div></div></div>"
Social Media Feed Footer,"DESCRIPTION:
The social media feed footer should be a responsive, mobile-first footer that displays social media links, a copyright notice, and an optional newsletter signup form. On mobile, the links and copyright notice should be stacked vertically, while on larger screens, they should be arranged horizontally.
COMPONENTS:
- SocialMediaLink: standalone component that takes a social media platform name and URL as props.
- CopyrightNotice: standalone component that takes a copyright year and owner as props.
- NewsletterSignup: standalone component that takes a form action URL and optional label text as props.
- SocialMediaFeedFooter: container component that takes children (e.g., `SocialMediaLink`, `CopyrightNotice`, and `NewsletterSignup`).
HTML:
<footer class=""max-w-md mx-auto p-4 lg:p-6 bg-gray-200""><SocialMediaFeedFooter><SocialMediaLink/><SocialMediaLink/><CopyrightNotice/><NewsletterSignup/></SocialMediaFeedFooter></footer>
COMPONENT HTML:
SocialMediaLink:
<a href=""{href}"" target=""_blank"" rel=""noopener noreferrer""><img src=""{iconUrl}"" alt=""{platformName} icon"" class=""h-6 w-6 mx-auto lg:mx-0""><span class=""sr-only"">{platformName}</span></a>
CopyrightNotice:
<p class=""text-sm text-gray-600"">{copyrightYear} {ownerName}. All rights reserved.</p>
NewsletterSignup:
<form action=""{formActionUrl}"" method=""post""><label for=""email"" class=""sr-only"">Email address</label><input type=""email"" id=""email"" name=""email"" placeholder=""Enter your email address"" class=""w-full lg:w-auto""><button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Subscribe</button></form>
SocialMediaFeedFooter:
<div class=""flex flex-wrap justify-center lg:justify-between"">{children}</div>"
Profile Picture and Header Image,"DESCRIPTION:
The UI should have a profile picture and a header image that takes up the full width of the screen. On mobile, the profile picture should be circular and centered, with the header image below it. On larger screens, the profile picture should be circular and aligned to the left, with the header image taking up the rest of the width.
COMPONENTS:
- UserProfilePicture: (standalone): A circular profile picture.
- HeaderImage: (standalone): A header image that takes up the full width of the screen.
HTML:
<div class=""flex flex-col md:flex-row""><UserProfilePicture/><HeaderImage/></div>
COMPONENT HTML:
UserProfilePicture:
<img class=""w-32 h-32 rounded-full mx-auto md:mx-0 md:mr-4"" src={profile_picture_url} alt={profile_picture_alt_text}/>
HeaderImage:
<img class=""w-full h-64 object-cover"" src={header_image_url} alt={header_image_alt_text}/>"
Real-time feedback on form input validity as users type,"DESCRIPTION:
The UI should display a form with a single input field and a submit button. As the user types, the input field should display real-time feedback on the input validity, with green text indicating valid input and red text indicating invalid input.
COMPONENTS:
- InputField: A standalone component that renders a single input field with real-time feedback on input validity.
- FormButton: A standalone component that renders a submit button.
HTML:
<div class=""max-w-md mx-auto p-4 mt-4""><form><InputField/><FormButton/></form></div>
COMPONENT HTML:
InputField:
<div class=""mb-4""><input type=""text"" class=""w-full p-2 pl-10 text-sm text-gray-700"" placeholder=""Enter your input"" aria-invalid={inputInvalid}/>{inputInvalid ? ( <p class=""text-xs text-red-600"">{invalidFeedback}</p>) : ( <p class=""text-xs text-green-600"">{validFeedback}</p>)}</div>
FormButton:
<button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"" disabled={inputInvalid}>Submit</button>"
Social sharing buttons,"DESCRIPTION:
The UI should display a set of social sharing buttons for various platforms (e.g. Facebook, Twitter, LinkedIn, etc.) in a horizontal row. The buttons should be equally spaced and responsive to adapt to different screen sizes.
COMPONENTS:
- SocialSharingButton: (standalone): a single social sharing button
- SocialSharingButtonsContainer: (takes children): a container that holds multiple social sharing buttons
HTML:
<div class=""flex justify-center mb-4""><SocialSharingButtonsContainer><SocialSharingButton/><SocialSharingButton/><!-- Add more social sharing buttons here --></SocialSharingButtonsContainer></div>
COMPONENT HTML:
SocialSharingButton:
<a href=""{platform_url}"" target=""_blank"" rel=""noopener noreferrer"" class=""px-2""><img src=""{platform_icon_url}"" alt=""{platform_name} icon"" class=""w-6 h-6""><span class=""sr-only"">{platform_name}</span></a>
SocialSharingButtonsContainer:
<div class=""flex justify-center flex-wrap -mx-2"">{children}</div>"
Customer review and rating summaries,"DESCRIPTION:
The UI should display a summary of customer reviews, including the average rating and total number of reviews. It should be responsive, mobile-first, and accessible.
COMPONENTS:
- CustomerReviewSummary: standalone component
- RatingSummary: standalone component
- ReviewCount: standalone component
HTML:
<div class=""max-w-md mx-auto py-4""><CustomerReviewSummary/><div class=""flex justify-between mb-4""><RatingSummary/><ReviewCount/></div></div>
COMPONENT HTML:
CustomerReviewSummary:
<div class=""text-lg font-bold"">{average_rating} out of 5 stars</div>
RatingSummary:
<div class=""flex items-center""><span class=""text-yellow-500"">{rating_icon}</span><span class=""ml-2"">{average_rating}</span></div>
ReviewCount:
<p>{review_count} reviews</p>"
Hotel reservation form,"DESCRIPTION:
The UI should be a simple hotel reservation form with input fields for guest information, check-in and check-out dates, room type, and a submit button. The form should be responsive, mobile-friendly, and accessible.
COMPONENTS:
- GuestInformationComponent: (standalone) - contains input fields for guest name, email, and phone number
- DatePickerComponent: (standalone) - a single date picker for check-in and check-out dates
- RoomTypeComponent: (standalone) - a dropdown menu for selecting room type
- SubmitButtonComponent: (standalone) - a submit button for the form
- ReservationFormComponent: (takes children) - the outer container for the form
HTML:
<ReservationFormComponent><GuestInformationComponent/><DatePickerComponent/><RoomTypeComponent/><SubmitButtonComponent/></ReservationFormComponent>
COMPONENT HTML:
GuestInformationComponent:
<div class=""flex flex-wrap -mx-3 mb-6""><div class=""w-full md:w-1/2 px-3 mb-6 md:mb-0""><label class=""block uppercase tracking-wide text-grey-darker text-xs font-bold mb-2"" for=""name"">Name </label><input class=""appearance-none block w-full bg-grey-lighter text-grey-darker border border-grey-lighter rounded py-3 px-4"" id=""name"" type=""text""/></div><div class=""w-full md:w-1/2 px-3""><label class=""block uppercase tracking-wide text-grey-darker text-xs font-bold mb-2"" for=""email"">Email </label><input class=""appearance-none block w-full bg-grey-lighter text-grey-darker border border-grey-lighter rounded py-3 px-4"" id=""email"" type=""email""/></div><div class=""w-full md:w-1/2 px-3""><label class=""block uppercase tracking-wide text-grey-darker text-xs font-bold mb-2"" for=""phone"">Phone </label><input class=""appearance-none block w-full bg-grey-lighter text-grey-darker border border-grey-lighter rounded py-3 px-4"" id=""phone"" type=""tel""/></div></div>
DatePickerComponent:
<div class=""w-full md:w-1/2 px-3 mb-6 md:mb-0""><label class=""block uppercase tracking-wide text-grey-darker text-xs font-bold mb-2"" for=""checkin_date"">Check-in Date </label><input class=""appearance-none block w-full bg-grey-lighter text-grey-darker border border-grey-lighter rounded py-3 px-4"" id=""checkin_date"" type=""date""/><label class=""block uppercase tracking-wide text-grey-darker text-xs font-bold mb-2"" for=""checkout_date"">Check-out Date </label><input class=""appearance-none block w-full bg-grey-lighter text-grey-darker border border-grey-lighter rounded py-3 px-4"" id=""checkout_date"" type=""date""/></div>
RoomTypeComponent:
<div class=""w-full md:w-1/2 px-3 mb-6 md:mb-0""><label class=""block uppercase tracking-wide text-grey-darker text-xs font-bold mb-2"" for=""room_type"">Room Type </label><select class=""block appearance-none w-full bg-grey-lighter text-grey-darker border border-grey-lighter rounded py-3 px-4"" id=""room_type""><option value="""">Select room type</option><option value=""single"">Single</option><option value=""double"">Double</option><option value=""suite"">Suite</option></select></div>
SubmitButtonComponent:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"" type=""submit"">Book Now</button>
ReservationFormComponent:
<form class=""max-w-md w-full mx-auto p-4 pt-6"">{children}</form>"
Button Groups,"DESCRIPTION:
The UI should display a group of buttons that can be used to perform different actions. The buttons should be grouped together and spaced evenly. The UI should be responsive, mobile-first, and accessible.
COMPONENTS:
- ButtonGroup: A container component that groups multiple buttons together. This component takes children.
- Button: An individual button component that can be used to perform an action. This component is standalone.
HTML:
<div class=""flex flex-wrap justify-center""><ButtonGroup><Button/><Button/><Button/></ButtonGroup></div>
COMPONENT HTML:
ButtonGroup:
<div class=""flex flex-wrap justify-center'>{children}</div>
Button:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">{button_text}</button>"
User Profiles and Achievements,"DESCRIPTION:
The UI should display a user's profile information and achievements in a clean and modern layout. The profile section should show the user's name, profile picture, and bio. The achievements section should display a list of badges or icons representing the user's accomplishments.
COMPONENTS:
- UserProfileCard: A standalone component that displays the user's profile information.
- AchievementBadge: A standalone component that displays a single achievement badge.
- AchievementList: A component that takes children (a list of `AchievementBadge` components).
HTML:
<div class=""max-w-md mx-auto p-4""><UserProfileCard/><h2 class=""text-lg font-bold mb-2"">Achievements</h2><AchievementList><AchievementBadge/><AchievementBadge/><!-- more AchievementBadge components here --></AchievementList></div>
COMPONENT HTML:
UserProfileCard:
<div class=""bg-white shadow-md rounded p-4""><img src={profile_picture_url} class=""w-16 h-16 rounded-full"" alt=""Profile Picture""/><h2 class=""text-lg font-bold"">{username}</h2><p class=""text-gray-600"">{bio}</p></div>
AchievementBadge:
<div class=""bg-yellow-100 rounded p-2""><img src={badge_icon_url} class=""w-8 h-8"" alt=""Achievement Badge""/><span class=""text-sm"">{badge_name}</span></div>
AchievementList:
<ul class=""flex flex-wrap justify-center"">{children}</ul>"
Featured Product Image,"DESCRIPTION:
The featured product image should be a large, high-quality image that showcases the product from the front. It should be responsive, taking up the full width of the container on mobile devices and scaling down on larger screens. The image should have a subtle box shadow to give it depth.
COMPONENTS:
- FeaturedProductImage: standalone
HTML:
<div class=""flex justify-center mb-4""><FeaturedProductImage/></div>
COMPONENT HTML:
FeaturedProductImage:
<img src=""{image_url}"" alt=""{product_name}"" class=""w-full rounded-md shadow-md lg:w-1/2 xl:w-1/3""/>"
Page Content List Item,"DESCRIPTION:
A list item that displays a brief summary of a piece of content, such as a blog post or a tutorial. The UI should be responsive, mobile-friendly, and accessible.
COMPONENTS:
- PageContentListItem: Standalone component that displays a brief summary of a piece of content.
- ContentThumbnail: Standalone component that displays a thumbnail image for the content.
- ContentSummary: Standalone component that displays a brief summary of the content.
HTML:
<ul class=""flex flex-wrap justify-center mb-4""><PageContentListItem/><!-- More list items... --></ul>
COMPONENT HTML:
PageContentListItem:
<li class=""flex flex-wrap w-full md:w-1/2 xl:w-1/3 p-4""><ContentThumbnail/><div class=""flex-1 pl-4""><h2 class=""text-lg"">{title}</h2><ContentSummary/><p class=""text-sm text-gray-600"">{brief_description}</p></div></li>
ContentThumbnail:
<img src={thumbnail_url} alt={title} class=""w-24 h-24 object-cover rounded-sm""/>
ContentSummary:
<p class=""text-sm"">{summary}</p>"
Featured Image Caption,"DESCRIPTION:
The UI should display a featured image with a caption below it. The image should be responsive and take up the full width of its container. The caption should be centered and displayed in a readable font size.
COMPONENTS:
- FeaturedImage: A standalone component that displays an image.
- ImageCaption: A component that displays a caption, takes a string as a child.
HTML:
<div class=""max-w-md mx-auto p-4""><FeaturedImage/><ImageCaption/></div>
COMPONENT HTML:
FeaturedImage:
<img src={image_url} alt={image_alt_text} class=""w-full h-64 object-cover rounded-lg""/>
ImageCaption:
<p class=""text-center text-lg"">{children}</p>"
Room Type and Rate Selection,"DESCRIPTION:
The UI should display a list of room types with their corresponding rates and amenities. It should be responsive, with a single column layout on mobile devices and a two-column layout on larger screens. Each room type should have a header with the room type name, a list of amenities, and a rate selection dropdown.
COMPONENTS:
- AmenityList: A standalone component listing the amenities for a room type.
- RateSelector: A standalone component allowing the user to select a rate.
- RoomTypeList: A component that takes children, displaying a list of room types.
HTML:
<div class=""max-w-md mx-auto p-4 lg:p-8""><h1 class=""text-2xl font-bold mb-4"">Select Room Type and Rate</h1><RoomTypeList><!-- Room type cards will be rendered here --></RoomTypeList></div>
COMPONENT HTML:
AmenityList:
<ul class=""list-disc pl-4 mb-4"">{amenities.map((amenity) =>( <li key={amenity}>{amenity}</li>))}</ul>
RateSelector:
<select class=""w-full p-2 pl-4"">{rateOptions.map((rate) =>( <option key={rate.id} value={rate.id}>{rate.name}</option>))}</select>
RoomTypeList:
{children}"
