input,output
Numbered lists,"description:
The UI should display a numbered list with items that can be wrapped in a container.
components:
- OrderedListItem: (standalone) - a single item in the numbered list
- OrderedList: (takes children) - the container for the ordered list
html:
<div class=""max-w-md mx-auto p-4""><OrderedList><OrderedListItem/><OrderedListItem/><!-- Add more list items here --></OrderedList></div>
component html:
OrderedListItem:
<li class=""mb-2"">{list_item_text}</li>
OrderedList:
<ol class=""list-decimal"">{children}</ol>"
A testimonial quote component with a background image and white text,"description:
The testimonial quote component should have a background image that fills the entire component, with a subtle gradient effect to add depth. The quote text should be in a large, bold font with a white color to provide high contrast with the background image. The component should be responsive, with the background image scaling to fit the component's width and height. On smaller screens, the component should take up the full width of the screen, while on larger screens, it should maintain a maximum width to prevent the text from becoming too spread out.
components:
- TestimonialQuote: (Takes Children): This component displays a quote from a satisfied customer. It has a background image and white text.
html:
<div class=""flex justify-center""><TestimonialQuote><!-- quote text will be rendered here --></TestimonialQuote></div>
component html:
TestimonialQuote:
<div class=""bg-cover bg-center h-full w-full lg:max-w-md xl:max-w-lg"" style=""`background-image: url({backgroundImage});""}><blockquote class=""py-8 px-4 lg:px-8 xl:px-12 text-white text-lg lg:text-xl xl:text-2xl font-bold"">{children} </blockquote></div>"
Skill meter with percentage counters,"description:
The UI should consist of a horizontal meter that fills up as the percentage increases. The meter should be divided into sections, each representing a different level of proficiency (e.g., beginner, intermediate, advanced). The current percentage should be displayed next to the meter.
components:
- SkillMeter: A standalone component that represents the meter.
- MeterSection: A component that represents a section of the meter, takes children (e.g., a label for the section).
- PercentageCounter: A standalone component that displays the current percentage.
html:
<div class=""flex flex-wrap justify-center""><SkillMeter/><PercentageCounter/></div>
component html:
SkillMeter:
<div class=""w-full bg-gray-200 h-4 rounded""><div class=""bg-blue-500 h-4 rounded"" style=""width: {progressPercentage}%;""}></div><div class=""flex justify-between mx-2""><!-- meter sections --><MeterSection>Beginner</MeterSection><MeterSection>Intermediate</MeterSection><MeterSection>Advanced</MeterSection></div></div>
MeterSection:
<div class=""text-xs"">{children}</div>
PercentageCounter:
<p class=""text-lg"">{progressPercentage}%</p>"
Search bar,"description:
The UI should be a simple search bar with a text input field and a submit button. The search bar should be responsive and adapt to different screen sizes.
components:
- SearchBar: standalone component that contains the search input field and submit button.
- SearchInput: standalone component that is the text input field.
- SubmitButton: standalone component that is the submit button.
html:
<div class=""max-w-md mx-auto p-4""><SearchBar/></div>
component html:
SearchBar:
<div class=""flex items-center mb-4""><SearchInput/><SubmitButton/></div>
SearchInput:
<input type=""search"" class=""w-full rounded-l p-2 pl-10 text-sm"" placeholder=""Search..."">
SubmitButton:
<button type=""submit"" class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded-r"">Search</button>"
"Create a logo with a neon green ""G"" icon on a black background","description:
The logo should be a circle with a black background and a neon green ""G"" icon inside. The circle should be responsive and scalable, with a consistent aspect ratio. On smaller screens, the logo should be smaller, while on larger screens, it should be larger.
components:
- LogoIcon: (Standalone): A simple icon component that contains the ""G"" icon. This component will be used inside the LogoCircle component.
- LogoCircle: (Takes Children): A circular component that contains the LogoIcon component. It will provide the black background and circular shape.
html:
<LogoCircle><LogoIcon/></LogoCircle>
component html:
LogoIcon:
<span class=""text-neon-green text-3xl"">{g_icon}</span>
LogoCircle:
<div class=""bg-black rounded-full h-16 w-16 md:h-24 md:w-24 lg:h-32 lg:w-32 xl:h-40 xl:w-40 flex justify-center items-center"">{children}</div>"
"A ""Apply Now"" button with a green background and white text","description:
The ""Apply Now"" button should be a prominent call-to-action that stands out on the page. It should have a green background to convey positivity and urgency, with white text to provide good contrast. The button should be rounded to give it a friendly and approachable feel. On smaller screens, the button should be full-width to make it easy to tap.
components:
- ApplyButton: (Standalone): A prominent call-to-action button with a green background and white text.
html:
<button class=""apply-button"">{children}</button>
component html:
ApplyButton:
<button class=""bg-green-500 hover:bg-green-700 text-white font-bold py-2 px-4 rounded"">Apply Now</button>"
Editable Tables,"description:
A table that can be edited, with input fields for each cell, and a ""Save"" button at the bottom.
components:
- EditableTableCell: (takes children): a single table cell with an input field
- EditableTableRow: (takes children): a table row with editable cells
- EditableTable: (takes children): the entire editable table with multiple rows
html:
<div class=""max-w-md mx-auto p-4""><EditableTable><EditableTableRow><EditableTableCell><input type=""text""/></EditableTableCell><EditableTableCell><input type=""text""/></EditableTableCell><EditableTableCell><input type=""text""/></EditableTableCell></EditableTableRow><EditableTableRow><EditableTableCell><input type=""text""/></EditableTableCell><EditableTableCell><input type=""text""/></EditableTableCell><EditableTableCell><input type=""text""/></EditableTableCell></EditableTableRow><!-- ... more rows ... --></EditableTable><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Save</button></div>
component html:
EditableTableCell:
<td class=""border p-2"">{children}</td>
EditableTableRow:
<tr class=""bg-white"">{children}</tr>
EditableTable:
<table class=""table-auto border-collapse w-full""><tbody>{children}</tbody></table>"
GloballyUniqueIdentifiableElements,"description:
The UI should display a list of globally unique identifiable elements, which can be items, products, or any other type of elements that require a unique identifier. The list should be responsive, mobile-first, and accessible, with proper semantic HTML and ARIA attributes for screen readers.
components:
- UniqueIdCard: (standalone) - a single card displaying a unique identifiable element
- UniqueIdList: (takes children) - a list of `UniqueIdCard` components
- UniqueIdHeader: (standalone) - a header component displaying a title and optional description
html:
<div class=""max-w-md mx-auto p-4""><UniqueIdHeader/><UniqueIdList><UniqueIdCard/><UniqueIdCard/><!-- Add more UniqueIdCard components here --></UniqueIdList></div>
component html:
UniqueIdCard:
<li class=""mb-4""><div class=""bg-white p-4 rounded shadow-md""><h2 class=""text-lg"">{element_name}</h2><p class=""text-gray-600"">{element_description}</p><p class=""text-sm"">ID: {element_id}</p></div></li>
UniqueIdList:
<ul class=""list-none mb-0"">{children}</ul>
UniqueIdHeader:
<header class=""mb-4""><h1 class=""text-2xl"">{header_title}</h1><p class=""text-gray-600"">{header_description}</p></header>"
Blog Post Comment Count,"description:
The UI should display the number of comments on a blog post, with a responsive design that adapts to different screen sizes. The comment count should be displayed in a subtle, yet readable font size, with sufficient padding to make it easily readable on both light and dark backgrounds.
components:
- CommentCount: A standalone component that displays the number of comments on a blog post.
html:
<div class=""flex justify-end mb-2""><CommentCount/></div>
component html:
CommentCount:
<span class=""text-sm text-gray-600"">{comment_count} comments</span>"
Poll/Voting Systems,"description:
A poll/voting system UI should display a question, several options to choose from, and the current voting results. It should also allow users to cast their votes.
components:
- PollQuestion: standalone, displays the question being asked
- PollOption: takes children, represents a single option with a vote count
- VoteButton: standalone, allows users to cast their vote
- VoteResults: takes children, displays the current voting results
html:
<div class=""flex flex-col gap-4""><PollQuestion/><div class=""flex flex-col gap-2""><PollOption>Option 1</PollOption><PollOption>Option 2</PollOption><PollOption>Option 3</PollOption></div><VoteButton/><VoteResults><p>Results:</p><ul><li>Option 1: {option1_votes} votes</li><li>Option 2: {option2_votes} votes</li><li>Option 3: {option3_votes} votes</li></ul></VoteResults></div>
component html:
PollQuestion:
<h2 class=""text-2xl"">{question_text}</h2>
PollOption:
<div class=""flex items-center gap-2""><input type=""radio"" name=""poll_option"" id={`option_{option_id}`}/><label for={`option_{option_id}`}>{children}</label><span class=""text-gray-500"">{vote_count} votes</span></div>
VoteButton:
<button class=""bg-blue-500 hover:bg-blue-700 text-white font-bold py-2 px-4 rounded"">Cast Your Vote</button>
VoteResults:
<div class=""bg-gray-100 p-4 rounded"">{children}</div>"
"Background image or pattern that fills the entire screen, with a subtle texture to give it some depth","description:
The UI should be a full-screen background component that fills the entire screen with a subtle texture to give it some depth. The background should be responsive and adapt to different screen sizes.
components:
- FullScreenBackground: (Standalone): A full-screen background component that fills the entire screen with a subtle texture.
html:
<FullScreenBackground/>
component html:
FullScreenBackground:
<div class=""h-screen w-screen bg-cover bg-no-repeat bg-center"" style=""backgroundImage: url({background_image_url});""}><!-- subtle texture or pattern here --><div class=""absolute inset-0 bg-gray-100 opacity-10""></div></div>"
Password strength meter,"description:
The password strength meter UI should consist of a input field for the user to enter their password, a bar that fills up to indicate the strength of the password, and a label to indicate the strength level (e.g. ""Weak"", ""Medium"", ""Strong"").
components:
- PasswordInput: (standalone): A input field for the user to enter their password.
- StrengthMeter: (takes children): A bar that fills up to indicate the strength of the password.
- StrengthLabel: (standalone): A label to indicate the strength level.
html:
<div class=""flex flex-col gap-4""><PasswordInput/><StrengthMeter><div class=""bg-gray-200 h-4 w-full rounded""></div></StrengthMeter><StrengthLabel/></div>
component html:
PasswordInput:
<input type=""password"" class=""p-2 pl-10 text-sm text-gray-700""/>
StrengthMeter:
<div class=""h-4 w-full bg-gray-200 rounded""><div class=""bg-{color} h-4 w-{width}"" style=""width: {width}%;""></div>{children}</div>
StrengthLabel:
<p class=""text-sm text-gray-600"">{strength_label}</p>"
Game Tiles and Grids,"description:
The UI should display a grid of game tiles. Each tile should have a unique background color, a number indicating the tile's value, and an optional ""locked"" indicator.
components:
- GameGrid: A standalone component that displays a grid of game tiles.
- GameTile: A component that takes children (the tile's value and optional ""locked"" indicator) and displays a single game tile.
html:
<div class=""grid grid-cols-4 gap-4""><GameGrid/></div>
component html:
GameGrid:
<div class=""flex flex-wrap justify-center"">{/* an 4x4 grid of GameTile components */ } <GameTile/><GameTile/><GameTile/><GameTile/><GameTile/><GameTile/><GameTile/><GameTile/><GameTile/><GameTile/><GameTile/><GameTile/><GameTile/><GameTile/><GameTile/><GameTile/></div>
GameTile:
<div class={`h-16 w-16 bg-{tile_color} rounded-md flex justify-center items-center`}><p class=""text-lg"">{tile_value}</p>{locked && <span class=""text-xs"">(Locked)</span>} {children}</div>"
Hero Image: High-resolution background image,"description:
The UI should be a full-bleed hero image that takes up the entire screen, with the image centered and scaled to fit the screen.
components:
- HeroImageContainer: Standalone component that wraps the hero image.
html:
<div class=""h-screen w-full""><HeroImageContainer/></div>
component html:
HeroImageContainer:
<div class=""h-full w-full bg-cover bg-center"" style=""backgroundImage: url({hero_image_url});""}><!-- Image will be displayed here --></div>"
Checkout process steps,"description:
The UI should be a sequential list of steps to complete the checkout process. Each step should have a title, a brief description, and a visual indicator to show progression.
components:
- CheckoutStep: (standalone) - represents a single step in the checkout process
- CheckoutSteps: (takes children) - contains a list of `CheckoutStep` components
html:
<nav aria-label=""Checkout process""><CheckoutSteps><CheckoutStep/><CheckoutStep/><CheckoutStep/></CheckoutSteps></nav>
component html:
CheckoutStep:
<div class=""flex items-center mb-4""><div class=""w-10 h-10 bg-gray-200 rounded-full flex items-center justify-center mr-4""><span>{step_number}</span></div><div class=""flex-1""><h5 class=""uppercase text-lg"">{step_title}</h5><p class=""text-sm"">{step_description}</p></div></div>
CheckoutSteps:
<div class=""flex flex-wrap -mx-4"">{children}</div>"
Comment Input: Input field for writing a new comment,"description:
A simple input field with a placeholder text ""Write a comment..."" and a submit button.
components:
- CommentInput: (standalone) - The input field component.
- CommentSubmit: (standalone) - The submit button component.
html:
<div class=""flex justify-center mb-4""><CommentInput/><CommentSubmit/></div>
component html:
CommentInput:
<input type=""text"" class=""w-full p-2 pl-10 text-sm text-gray-700"" placeholder=""Write a comment...""/>
CommentSubmit:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Post</button>"
Timers,"description:
A simple timer UI that displays the current time and allows the user to start, pause, and reset the timer.
components:
- TimerDisplay: Standalone component that displays the current time.
- TimerControls: Standalone component that contains the start, pause, and reset buttons.
- TimerContainer: Component that takes children and wraps the timer display and controls.
html:
<TimerContainer><TimerDisplay/><TimerControls/></TimerContainer>
component html:
TimerDisplay:
<p class=""text-3xl font-bold"">{currentTime}</p>
TimerControls:
<div class=""flex justify-between p-2""><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Start</button><button class=""bg-yellow-500 hover:bg-yellow-700 text-white font-bold py-2 px-4 rounded"">Pause</button><button class=""bg-red-500 hover:bg-red-700 text-white font-bold py-2 px-4 rounded"">Reset</button></div>
TimerContainer:
<div class=""flex justify-center p-4"">{children}</div>"
A dark grey background header that spans the entire width of the screen,"description:
The UI should have a dark grey background header that spans the entire width of the screen, with a clean and simple design that provides a nice contrast to the content that will be placed below it. The header should be fully responsive, taking into account different screen sizes, and should be accessible on mobile devices.
components:
- HeaderView: (Standalone): This component will render a dark grey background header that spans the entire width of the screen. The header will have a subtle shadow to give it some depth, and will take up the full width of the screen on all screen sizes.
html:
<div class=""h-screen w-full bg-darkGrey shadow-md""><HeaderView/></div>
component html:
HeaderView:
<header class=""h-20 w-full bg-darkGrey shadow-md flex justify-center items-center""><!--content will go here--></header>"
Blog Post Author Image,"description:
The UI should display an author's image, name, and bio in a concise and visually appealing way.
components:
- AuthorAvatar: standalone, displays the author's image
- AuthorInfo: takes children, displays the author's name and bio
html:
<div class=""flex items-center mb-4""><AuthorAvatar/><AuthorInfo><h5 class=""text-lg font-bold"">{authorName}</h5><p class=""text-gray-600"">{authorBio}</p></AuthorInfo></div>
component html:
AuthorAvatar:
<img src={authorImageUrl} alt={authorName} class=""w-12 h-12 rounded-full""/>
AuthorInfo:
<div class=""ml-4"">{children}</div>"
An image carousel component with a simple navigation (prev/next arrows) and a subtle animation effect,"description:
The UI should display a rotating carousel of images with a simple navigation system consisting of previous and next arrows. The carousel should have a subtle animation effect when transitioning between images. The component should be responsive and adapt to different screen sizes.
components:
- ImageCarousel: (Takes Children): The main carousel component containing the image slides and navigation.
- CarouselSlide: (Takes Children): An individual slide in the carousel, containing an image and optional caption.
- CarouselNavigation: (Standalone): The navigation component consisting of previous and next arrows.
html:
<ImageCarousel><CarouselSlide><img src={image1_src} alt=""Image 1""/><p>{image1_caption}</p></CarouselSlide><CarouselSlide><img src={image2_src} alt=""Image 2""/><p>{image2_caption}</p></CarouselSlide><!-- Add more CarouselSlide components as needed --><CarouselNavigation/></ImageCarousel>
component html:
ImageCarousel:
<div class=""flex flex-col lg:flex-row justify-center lg:justify-between py-4""><div class=""w-full lg:w-2/3 xl:w-1/2 p-4 lg:p-0"">{children}</div><CarouselNavigation/></div>
CarouselSlide:
<div class=""flex flex-col justify-center p-4 lg:p-6"">{children}</div>
CarouselNavigation:
<div class=""flex justify-between py-2 lg:py-4""><button class=""text-gray-500 hover:text-gray-800 transition duration-300""><svg><!-- left arrow --></svg></button><button class=""text-gray-500 hover:text-gray-800 transition duration-300""><svg><!-- right arrow --></svg></button></div>"
Live streaming tools with real-time chat,"description:
The UI should be a responsive, mobile-first layout that showcases a live streaming video player with a real-time chat interface below it. The video player should take up most of the screen, with the chat interface being a resizable panel that can be minimized or maximized as needed.
components:
- LiveStreamPlayer: standalone, displays the live streaming video
- RealTimeChat: standalone, displays the real-time chat interface
- ChatMessage: takes children, displays a single chat message
- ChatInput: standalone, allows users to input and send chat messages
html:
<div class=""flex h-screen overflow-hidden""><LiveStreamPlayer/><div class=""flex flex-col h-full overflow-hidden""><RealTimeChat/><ChatInput/></div></div>
component html:
LiveStreamPlayer:
<div class=""flex-grow w-full h-full overflow-hidden""><video src={videoSrc} class=""w-full h-full object-cover""/></div>
RealTimeChat:
<div class=""flex flex-col overflow-y-auto p-4"">{messages.map((message) =>( <ChatMessage>{message.text}</ChatMessage>))}</div>
ChatMessage:
<div class=""flex items-center py-2""><span class=""text-sm"">{children}</span></div>
ChatInput:
<form class=""flex p-4""><input type=""text"" class=""w-full px-4 py-2"" placeholder=""Type a message...""/><button class=""bg-primary-500 hover:bg-primary-700 text-white font-bold py-2 px-4 rounded"">Send</button></form>"
Quote lightboxes,"description:
The UI should display a quote with a lightbox effect. When the user clicks on the quote, a larger version of the quote appears in a lightbox overlay, with a close button to exit the lightbox.
components:
- QuoteDisplay: a standalone component that displays the quote
- Lightbox: a component that takes children (the quote text) and displays it in a lightbox overlay
html:
<div class=""container mx-auto p-4""><QuoteDisplay/></div>
component html:
QuoteDisplay:
<blockquote class=""quote mb-4 p-4 bg-yellow-100 rounded""><p class=""text-lg"">{quoteText}</p><cite class=""text-gray-600"">{author}</cite><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"" aria-label=""Open quote in lightbox"">Read more</button></blockquote>
Lightbox:
<div class=""fixed top-0 left-0 w-full h-screen bg-black bg-opacity-50 flex items-center justify-center"" aria-modal=""true"" role=""dialog""><div class=""bg-white p-4 rounded"">{children} <button class=""absolute top-0 right-0 text-gray-600 hover:text-gray-900"" aria-label=""Close lightbox"">&times;</button></div></div>"
"A navigation menu with a list of sports categories (e.g. NFL, NBA, MLB, etc.) with white text on a dark background","description:
The navigation menu should have a clean and modern design with a dark background and white text. The list of sports categories should be easy to read and navigate. The UI should be responsive and adapt to different screen sizes.
components:
- SportsNavbar: (Takes Children): A navigation bar that contains a list of sports categories. On small screens, it should be a vertical list. On medium screens and above, it should be a horizontal list.
- SportsCategory: (Standalone): A single sports category item in the navigation menu. It should have a hover effect and be accessible.
html:
<div class=""h-screen bg-dark.bg-gradient-to-r.from-gray-900.to-gray-800""><SportsNavbar><!-- Sports categories will be rendered here --></SportsNavbar></div>
component html:
SportsNavbar:
<nav class=""flex justify-center md:flex-row md:justify-start""><ul class=""flex flex-col md:flex-row"">{children}</ul></nav>
SportsCategory:
<li class=""py-2 md:px-4 hover:bg-gray-700 hover:text-white transition duration-300""><a href=""#"" class=""text-white"">{sportsCategoryName}</a></li>"
Certificates and Badges,"description:
The UI should display a list of certificates and badges earned by a person, with each item featuring an image, title, and issuing organization. The list should be responsive and adapt to different screen sizes.
components:
- CertificateBadge: A standalone component that displays a single certificate or badge.
- CertificatesList: A component that displays a list of certificates and badges, and takes children (i.e., multiple `CertificateBadge` components).
html:
<div class=""max-w-md mx-auto p-4""><h2 class=""text-2xl font-bold mb-4"">Certificates and Badges</h2><CertificatesList><CertificateBadge/><CertificateBadge/><!-- Add more CertificateBadge components as needed --></CertificatesList></div>
component html:
CertificateBadge:
<div class=""flex items-center mb-4""><img src={badge_image_url} alt={badge_title} class=""w-16 h-16 mr-4""/><div><h3 class=""text-lg font-bold"">{badge_title}</h3><p>Issued by {issuing_organization}</p></div></div>
CertificatesList:
<ul class=""list-none mb-0"">{children}</ul>"
"Stats component, displaying various gaming-related statistics (e.g. ""100,000+ members"", ""500+ games reviewed"", etc.)","description:
The UI should display a collection of statistics in a clean and organized manner. It should be visually appealing, easy to navigate, and responsive across different screen sizes. The stats component should have a consistent color scheme, with highlight colors to draw attention to specific statistics. The layout should scale well on mobile devices, with a mobile-first approach.
components:
- StatsContainer: (Takes Children): This component wraps all the statistics and provides a consistent layout for the stats.
- StatItem: (Takes Children): Represents a single statistic, consisting of a label, value, and optional icon.
html:
<div class=""max-w-md mx-auto p-4""><StatsContainer><StatItem><span>100,000+</span>members</StatItem><StatItem><i class=""fas fa-gamepad""></i><span>500+</span>games reviewed</StatItem><StatItem><span>10,000+</span>hours played</StatItem><!-- Add more StatItem components as needed --></StatsContainer></div>
component html:
StatsContainer:
<div class=""flex flex-wrap justify-center mb-4"">{children}</div>
StatItem:
<div class=""flex items-center mb-2"">{children} <span class=""ml-2 text-lg font-bold"">{value}</span></div>"
"Product grid component that displays a list of products with images, prices, and ratings","description:
A clean and modern product grid component that showcases a list of products in a responsive and accessible manner. The UI should be visually appealing, with clear typography, ample whitespace, and a consistent color scheme. On smaller screens, the grid should adapt to a single-column layout, making it easy to navigate on mobile devices. On larger screens, the grid should expand to a multi-column layout, showcasing more products at once.
components:
- ProductGrid: (Takes Children): The top-level component that contains the product list.
- ProductCard: (Standalone): A single product item that displays the product image, price, and rating.
html:
<div class=""container mx-auto p-4 md:p-6 lg:p-8""><ProductGrid><!-- Product cards will be rendered here --></ProductGrid></div>
component html:
ProductGrid:
<div class=""grid grid-cols-1 sm:grid-cols-2 md:grid-cols-3 lg:grid-cols-4 gap-4"">{children}</div>
ProductCard:
<div class=""bg-white shadow-md rounded overflow-hidden""><img src={product_image} alt={product_name} class=""w-full h-48 object-cover""/><div class=""p-4""><h2 class=""text-lg font-bold"">{product_name}</h2><p class=""text-gray-600"">{product_price}</p><div class=""flex items-center""><span class=""text-yellow-400"">{product_rating}/5</span><span class=""text-gray-600"">({product_reviews} reviews)</span></div></div></div>"
Secure payment information input,"description:
The UI should be a secure payment information input form, responsive and accessible, with clear labels and placeholders, and enough space for the user to input their payment details.
components:
- CardNumberInput: (standalone): a text input for the card number
- ExpirationDateInput: (standalone): a text input for the expiration date
- CvcInput: (standalone): a text input for the CVC code
- PaymentForm: (takes children): a container for the payment input fields
html:
<form class=""max-w-md mx-auto p-4 mt-4 mb-4 bg-white rounded shadow-md""><h2 class=""text-xl font-bold mb-4"">Secure Payment Information</h2><PaymentForm><CardNumberInput/><ExpirationDateInput/><CvcInput/></PaymentForm><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Submit</button></form>
component html:
CardNumberInput:
<input class=""w-full p-2 pl-10 text-sm text-gray-700"" type=""text"" id=""cardNumber"" placeholder=""Card Number"" required/>
ExpirationDateInput:
<input class=""w-full p-2 pl-10 text-sm text-gray-700"" type=""text"" id=""expirationDate"" placeholder=""MM/YY"" required/>
CvcInput:
<input class=""w-full p-2 pl-10 text-sm text-gray-700"" type=""text"" id=""cvc"" placeholder=""CVC"" required/>
PaymentForm:
<div class=""flex flex-wrap -mx-3 mb-6"">{children}</div>"
"Create a list view component for displaying multiple events, including images, titles, and short descriptions","description:
The list view should have a clean and minimalistic design, with a focus on showcasing the events with prominent images, clear titles, and concise descriptions. The layout should be responsive, adapting to different screen sizes to ensure an optimal user experience. On larger screens, the list items should be displayed in a grid layout, while on smaller screens, they should stack vertically for easier scrolling.
components:
- EventList: (Takes Children): The top-level component that wraps the list of event items.
html:
<div class=""container mx-auto p-4 md:p-6 lg:p-8""><EventList><!-- event list items will be rendered here --></EventList></div>
component html:
EventList:
<ul class=""grid grid-cols-1 md:grid-cols-2 lg:grid-cols-3 gap-4 md:gap-6 lg:gap-8"">{children}</ul>"
Pull Quotes/Testimonials,"description:
The UI should display a section of testimonials or pull quotes, featuring quotes from satisfied customers or users. The section should be responsive, with quotes stacking vertically on smaller screens and displaying in a grid on larger screens. Each quote should include a quote text, an author name, and an optional title or company.
components:
- QuoteCard: Standalone component that represents a single quote, containing a quote text, an author name, and an optional title or company.
- TestimonialsSection: Component that contains a heading and a wrapper for a list of Quote Cards, takes children.
html:
<section class=""max-w-md mx-auto py-12""><h2 class=""text-3xl font-bold mb-4"">What Our Customers Say</h2><TestimonialsSection><QuoteCard/><QuoteCard/><QuoteCard/></TestimonialsSection></section>
component html:
QuoteCard:
<div class=""flex flex-col mb-4 p-4 shadow-md rounded-md""><blockquote class=""text-lg"">{quote_text}</blockquote><p class=""text-sm text-gray-500"">{author_name}, {author_title}</p></div>
TestimonialsSection:
<div class=""grid grid-cols-1 md:grid-cols-2 lg:grid-cols-3 gap-4"">{children}</div>"
E-commerce product filter,"description:
The UI should be a responsive, mobile-first filter component that allows users to filter products by category, price range, and rating. It should be accessible and SEO-friendly.
components:
- FilterCategory: (standalone): A dropdown list of categories to filter by.
- FilterPriceRange: (standalone): A range slider to filter by price.
- FilterRating: (standalone): A series of radio buttons to filter by rating.
- FilterButton: (standalone): A button to apply the filters.
- FilterClearButton: (standalone): A button to clear all filters.
html:
<div class=""max-w-md mx-auto p-4""><h2 class=""text-lg font-bold mb-2"">Filter Products</h2><div class=""flex flex-wrap -mx-2 mb-4""><FilterCategory/><FilterPriceRange/><FilterRating/></div><div class=""flex justify-end mb-4""><FilterButton/><FilterClearButton/></div></div>
component html:
FilterCategory:
<div class=""w-full md:w-1/3 px-2 mb-4""><label for=""category"" class=""block text-sm font-bold mb-2"">Category</label><select id=""category"" class=""block w-full p-2""><option value="""">Select a category</option>{category_options} </select></div>
FilterPriceRange:
<div class=""w-full md:w-1/3 px-2 mb-4""><label for=""price-range"" class=""block text-sm font-bold mb-2"">Price Range</label><input type=""range"" id=""price-range"" min=""{min_price}"" max=""{max_price}"" value=""{initial_price}""/><p>Range: {min_price} - {max_price}</p></div>
FilterRating:
<div class=""w-full md:w-1/3 px-2 mb-4""><label class=""block text-sm font-bold mb-2"">Rating</label><div class=""flex justify-between mb-2""><input type=""radio"" id=""rating-1"" name=""rating"" value=""1""/><label for=""rating-1"">1 star</label></div><div class=""flex justify-between mb-2""><input type=""radio"" id=""rating-2"" name=""rating"" value=""2""/><label for=""rating-2"">2 stars</label></div><!-- repeat for 3-5 stars --></div>
FilterButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Apply Filters</button>
FilterClearButton:
<button class=""bg-gray-200 hover:bg-gray-300 text-gray-800 font-bold py-2 px-4 rounded"">Clear Filters</button>"
Spinner/Loading Animations,"description:
The spinner/loading animation UI should be a circular loading indicator that fills up as the loading progress increases. It should be responsive, mobile-first, and accessible. The animation should be smooth and continuous.
components:
- SpinnerComponent: A standalone component that displays the circular loading indicator.
html:
<div class=""flex justify-center""><SpinnerComponent/></div>
component html:
SpinnerComponent:
<div class=""w-12 h-12 border-4 border-gray-200 border-solid rounded-full animate-spin""><div class=""w-full h-full border-4 border-gray-200 border-solid rounded-full"">{progress_bar}</div></div>"
Testimonial Quote Image,"description:
The UI should display a quote with an image of the person who said it, along with their name and title.
components:
- TestimonialCard: A standalone component that displays a quote, image, name, and title.
- QuoteText: A standalone component that displays the quote text.
- ImageAvatar: A standalone component that displays the image of the person who said the quote.
- PersonInfo: A standalone component that displays the name and title of the person who said the quote.
html:
<div class=""mx-auto max-w-md p-4""><TestimonialCard/></div>
component html:
TestimonialCard:
<div class=""flex flex-col md:flex-row items-center mb-4""><ImageAvatar/><div class=""md:ml-4""><QuoteText/><PersonInfo/></div></div>
QuoteText:
<blockquote class=""text-lg font-bold mb-2"">{quote_text}</blockquote>
ImageAvatar:
<img src={image_url} alt={person_name} class=""w-24 h-24 rounded-full mb-4 md:mb-0""/>
PersonInfo:
<p class=""text-lg"">{person_name}</p><p class=""text-sm"">{person_title}</p>"
Word break opportunity,"description:
The UI should display a paragraph of text that contains a long unbroken string which could potentially disrupt the layout on small screens. This string will have a visible break opportunity using CSS so it can break onto the next line if needed, ensuring the layout remains intact on devices with narrow screens.
components:
- TextContainer: (Standalone): A container that holds the text content.
html:
<div><TextContainer/></div>
component html:
TextContainer:
<!-- Text container that includes a long unbroken string with a word break opportunity --><p class=""overflow-wrap break-word"">This is a verylongunbrokenstringthatmightcausedisplayissuesonmobiledevices but thanks to CSS, it can appropriately break. </p>"
Hero Overlay Pattern,"description:
The UI should be a hero section with a full-width background image, overlaid with text content. The background image should be responsive and mobile-friendly. The text content should be centered and overlaid on top of the background image.
components:
- HeroComponent: Standalone component that renders the hero section with background image and overlaid text content.
- OverlayTextComponent: Standalone component that renders the text content overlaid on top of the background image.
html:
<div class=""h-screen w-full relative""><HeroComponent/></div>
component html:
HeroComponent:
<div class=""h-screen w-full bg-cover bg-center"" style=""`background-image: url({heroImage});""}><div class=""absolute inset-0 flex justify-center items-center""><OverlayTextComponent/></div></div>
OverlayTextComponent:
<div class=""text-white text-3xl md:text-5xl lg:text-6xl""><h1>{heroTitle}</h1><p>{heroDescription}</p><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">{heroButtonText}</button></div>"
Alert/Banner Notifications,"description:
The UI should display a notification banner that appears at the top of the page, with a close button on the right side. The banner should be dismissible and have a colored background to draw attention. The notification text should be clear and readable.
components:
- NotificationBanner: (standalone) - the notification banner component
- CloseButton: (standalone) - the close button component
html:
<header><NotificationBanner/></header>
component html:
NotificationBanner:
<div class=""bg-orange-500 text-white py-2 px-4 rounded""><p>{notification_text}</p><CloseButton/></div>
CloseButton:
<button class=""text-white hover:text-orange-200 transition duration-300 ease-in-out"">&times;</button>"
